"","Artist.Reputation","Height","Material","Base.Shipping.Price","International","Express.Shipment","Installation.Included","Transport","Fragile","Customer.Information","Weight_log","Price_of_Sculpture_log","Cost_log"
"728",0.85,20,"unknown",82.91,"Yes","No","No","Waterways","No","Working Class",10.0114446940412,4.78582368568135,7.83353286798547
"729",0.45,6,"Medium_segment",13.59,"No","Yes","No","Airways","No","Wealthy",6.16541785423142,1.80005827204275,5.78314803003694
"730",0.57,41,"Low_segment",20.96,"Yes","No","Yes","Airways","No","Wealthy",8.08856180527623,3.21164977977646,6.50050858479154
"731",0.59,22,"unknown",40.19,"No","Yes","No","unknown","No","Working Class",9.72519785685554,4.13820194528588,7.4081547387043
"732",0.64,20,"unknown",17.21,"No","Yes","No","Roadways","No","Wealthy",3.73766961828337,1.87640694328834,5.49569172596828
"733",0.43,18,"High_segment",54.61,"No","No","No","Roadways","No","Working Class",11.1622751933353,6.07405784541184,7.42368187066197
"734",0.22,31,"unknown",49.61,"No","No","No","unknown","No","Wealthy",12.4069624079045,6.08820552101988,7.33895960626842
"735",0.56,8,"Medium_segment",14.39,"No","Yes","Yes","Airways","No","Working Class",6.27287700654617,1.53686721959926,5.46780694452661
"736",0.43,47,"High_segment",86.58,"No","Yes","No","unknown","No","Wealthy",14.592942359625,9.43224555683107,10.5310626113107
"737",0.45,38,"High_segment",81.89,"No","No","Yes","unknown","Yes","Working Class",14.3810362763781,6.92217087321645,8.31246895812578
"738",0.77,23,"Medium_segment",33.25,"No","Yes","No","unknown","No","Wealthy",9.14516164595119,3.62859852322901,6.96903850739904
"739",0.45,10,"unknown",19.04,"Yes","No","Yes","Airways","No","Wealthy",6.63987583382654,1.4036429994545,6.13252998738658
"740",0.09,26,"Low_segment",13.23,"No","No","No","Roadways","No","Working Class",6.08677472691231,1.47932922708708,4.74875091446562
"741",0.82,29,"Low_segment",21.18,"No","No","Yes","Roadways","No","Working Class",7.18235211188526,1.7263316639056,6.5306443643705
"742",0.17,21,"Medium_segment",25.48,"No","Yes","Yes","Roadways","No","Wealthy",9.00380808646717,2.89867056071086,5.9494699904053
"743",0.34,15,"Medium_segment",23.24,"Yes","No","No","unknown","No","Working Class",8.1318247850072,2.85070650150373,5.56609005600545
"744",0.59,19,"Medium_segment",43.57,"No","Yes","No","Airways","No","Working Class",9.41254625207551,4.04497923267677,7.19819105650554
"745",0.52,32,"Low_segment",77.16,"Yes","No","Yes","Waterways","Yes","Wealthy",9.13948863100423,3.99746648724561,7.53730216479911
"746",0.44,20,"High_segment",74.07,"No","Yes","Yes","Airways","No","Wealthy",11.6260577024112,6.51942748466983,8.64338697954358
"747",0.96,13,"High_segment",42.68,"No","No","Yes","Roadways","No","Working Class",9.87565376160669,4.72348641280613,7.16283926022925
"748",0.97,34,"Low_segment",24.94,"Yes","Yes","No","Airways","No","Working Class",6.2363695902037,1.79674701073909,7.36340640200347
"749",0.75,19,"High_segment",67.63,"No","No","No","Roadways","No","Working Class",11.0522858561174,5.41827581206142,7.63320022584124
"750",0.38,23,"Medium_segment",54.93,"No","Yes","No","Roadways","No","Working Class",9.65765095067424,2.8724340572095,6.43266674348557
"751",0.15,12,"High_segment",54.79,"No","No","No","Roadways","No","Working Class",11.0164464349112,5.17303755012128,6.21969513747075
"752",0.42,26,"Low_segment",14.89,"No","No","Yes","Roadways","No","Working Class",7.04925484125584,1.72988406550997,5.57939014565988
"753",0.95,25,"Medium_segment",92.67,"Yes","Yes","Yes","Airways","No","Wealthy",10.6170989062284,4.33781347999756,9.57235642675375
"754",0.49,41,"Medium_segment",37.48,"No","No","Yes","Roadways","No","Working Class",10.5592962474407,5.25629673728542,6.94966468205935
"755",0.45,28,"unknown",71.56,"Yes","No","No","Waterways","No","Working Class",12.485679702625,7.12151090126562,7.74032521396473
"756",0.38,14,"High_segment",64.11,"No","No","No","Roadways","No","Working Class",10.5378662001804,4.53496229094459,7.29819473187329
"757",0.2,30,"Medium_segment",90.23,"No","Yes","Yes","Roadways","No","Wealthy",9.74601469371156,2.49979526228175,6.60402512210875
"758",0.91,39,"Low_segment",16.74,"Yes","No","No","Airways","No","Working Class",6.13772705408623,1.71199450075919,6.77150018043602
"759",0.47,15,"Low_segment",13.75,"Yes","No","Yes","Waterways","Yes","Working Class",6.68710860786651,1.63899671467564,5.49757797739891
"760",0.39,3,"Low_segment",20.71,"No","No","No","Roadways","No","Working Class",2.39789527279837,1.42791603581071,5.09791330220332
"761",0.32,20,"Low_segment",13.92,"No","No","No","unknown","No","Working Class",6.54391184556479,1.70474809223843,4.94035588108384
"762",0.59,34,"unknown",25.53,"Yes","No","Yes","Roadways","No","Wealthy",10.9330712547938,5.29956658594847,7.44955036003326
"763",0.4,17,"High_segment",84.39,"Yes","Yes","Yes","Airways","No","Working Class",10.7605589247503,4.55282370561588,7.70531652745951
"764",0.86,18,"unknown",15.93,"No","No","Yes","Airways","No","Working Class",8.02731225331902,1.47704872438835,6.16996631779907
"765",0.49,15,"Low_segment",24.31,"No","Yes","No","Roadways","No","Working Class",5.82894561761021,1.10525683138678,5.57101269669149
"766",0.8,42,"unknown",96.92,"No","No","No","unknown","No","Working Class",9.25693765735297,4.491777498633,9.19401686551429
"767",0.82,28,"Low_segment",10.86,"No","Yes","Yes","Roadways","No","Working Class",5.92958914338989,1.92861865194525,6.4923307399794
"768",0.46,24,"Medium_segment",65.43,"Yes","No","No","Airways","No","Wealthy",9.70228893997248,2.41680623708407,6.81961235294138
"769",0.45,7,"High_segment",28.59,"No","Yes","Yes","Airways","No","Working Class",8.53010941668278,3.02042488614436,6.03930187652214
"770",0.72,26,"High_segment",41.56,"No","Yes","No","Roadways","No","Wealthy",13.7324071711874,7.9262017968492,9.69786829980304
"771",0.45,19,"unknown",48.8,"No","No","Yes","Waterways","No","Working Class",8.02731225331902,6.03956399659847,7.96333131791976
"772",0.09,34,"High_segment",85.81,"No","No","Yes","Roadways","No","Working Class",14.7602114715028,8.2625770327031,8.85444226907544
"773",0.45,14,"Medium_segment",17.93,"No","No","No","unknown","No","Wealthy",8.02731225331902,2.23430625224075,7.86563315257675
"774",0.04,30,"Low_segment",22.81,"No","Yes","Yes","unknown","No","Working Class",5.91079664404053,1.7227665977411,5.13615131595765
"775",0.1,17,"High_segment",34.06,"No","No","No","Waterways","No","Working Class",8.02731225331902,5.17281083130831,6.08893149033419
"776",0.56,20,"Low_segment",17.2,"No","No","Yes","unknown","No","Working Class",6.51025834052315,1.90805992492422,5.74572384244437
"777",0.01,8,"High_segment",24.65,"Yes","No","Yes","Airways","No","Working Class",7.98752447984877,1.57069708411767,5.50146227135556
"778",0.12,9,"unknown",27.62,"No","No","No","Roadways","No","Working Class",9.3064683990704,2.28136145654242,5.53216344099538
"779",0.7,26,"unknown",22.84,"Yes","Yes","Yes","Airways","Yes","Working Class",8.3165447179294,3.02771531940704,6.79379119185014
"780",0.58,23,"Medium_segment",37.27,"No","Yes","No","Airways","No","Working Class",9.43763529441287,4.26408733680919,7.49192429697234
"781",0.57,33,"Low_segment",20.73,"Yes","No","Yes","Airways","No","Working Class",6.82001636467413,1.86097453824953,6.17972675656401
"782",0.45,14,"High_segment",83.07,"Yes","No","No","Waterways","No","Working Class",10.9050197627195,3.58045870515952,7.09696141590864
"783",0.09,25,"High_segment",39.51,"Yes","No","Yes","Waterways","No","Working Class",12.0618384676011,6.12095654234074,6.8911379731587
"784",0.72,17,"Medium_segment",53.82,"No","Yes","Yes","Airways","No","Working Class",8.63355299253243,3.98210861299483,7.4615714243131
"785",0.07,21,"unknown",96.46,"Yes","Yes","Yes","unknown","No","Working Class",11.1648704057059,4.51743127168008,6.75723466913778
"786",0.54,15,"Low_segment",22.1,"Yes","No","Yes","unknown","No","Working Class",5.08140436498446,1.80500469597808,6.04737217904628
"787",0.33,14,"unknown",18.35,"No","No","No","unknown","Yes","Working Class",6.82437367004309,1.40609698841607,5.21954468538264
"788",0.11,8,"Medium_segment",15.25,"No","Yes","Yes","Roadways","No","Wealthy",6.58202513889283,1.8229350866965,5.12455904041457
"789",0.13,25,"Low_segment",24.63,"Yes","No","No","Airways","No","Working Class",7.54697411751653,1.97823903617067,5.25467890951821
"790",0.45,19,"Medium_segment",12.34,"No","No","Yes","Roadways","No","Working Class",7.74932246466036,1.25561603747777,5.03246201532236
"791",0.45,3,"Low_segment",19.79,"Yes","Yes","Yes","Airways","Yes","Wealthy",8.02731225331902,1.70110510095992,5.28882243198623
"792",0.77,20,"Low_segment",18.75,"Yes","No","No","Waterways","Yes","Working Class",6.69208374250663,1.85473426838944,6.33991828938764
"793",0.65,24,"High_segment",69.84,"Yes","No","No","unknown","No","Working Class",12.9528506363575,6.20085394218953,8.28476920981536
"794",0.45,34,"unknown",14.63,"No","Yes","No","unknown","No","Wealthy",7.51588908521513,1.53686721959926,5.73392363156819
"795",0.01,23,"Low_segment",12.71,"No","No","Yes","Roadways","No","Working Class",6.11809719804135,1.28647402583768,4.81478260301795
"796",0.78,18,"High_segment",62.45,"No","Yes","No","Airways","No","Working Class",12.3906375175433,7.15074851530882,8.62812257212114
"797",0.48,29,"Medium_segment",87.35,"No","No","No","Roadways","No","Wealthy",10.3723029761451,4.18189745922996,7.42932497790886
"798",0.95,20,"Low_segment",17.5,"Yes","No","Yes","unknown","No","Working Class",5.99645208861902,1.22964055107451,6.37405330888184
"799",0.45,3,"Low_segment",12.93,"Yes","No","No","Waterways","Yes","Wealthy",1.79175946922805,1.88403474533723,5.22353993959021
"800",0.45,35,"High_segment",74.31,"Yes","No","Yes","Waterways","No","Working Class",14.3060334694124,8.69244145803691,10.8038086458183
"801",0.29,18,"High_segment",73.94,"No","No","No","Waterways","No","Working Class",11.5044193906763,3.56896915744138,6.4549155044148
"802",0.45,5,"unknown",14.27,"No","Yes","No","Roadways","No","Working Class",8.02731225331902,1.46325540225602,5.01502564239755
"803",0.58,15,"Low_segment",23.48,"No","No","Yes","Roadways","No","Working Class",5.12989871492307,1.76814960358892,5.89715386763674
"804",0.76,24,"Low_segment",18.52,"No","No","Yes","Roadways","No","Working Class",5.66296048013595,1.26976054486394,6.04607109659885
"805",0,32,"unknown",41.91,"No","No","No","Roadways","No","Working Class",8.02731225331902,4.62291186746425,6.02914561407567
"806",0.46,43,"Medium_segment",39.07,"Yes","Yes","No","unknown","No","Wealthy",11.3806390113731,5.25504445431457,7.64366017933671
"807",0.91,3,"High_segment",15.4,"No","No","Yes","Waterways","No","Working Class",4.68213122712422,1.83577635464483,6.13000835655604
"808",0.46,20,"Medium_segment",96.55,"No","Yes","No","Airways","No","Working Class",12.5607040027673,7.40182937610684,8.62685982243718
"809",0.94,13,"Medium_segment",17.94,"No","No","No","Roadways","No","Working Class",7.88683299895506,2.56955412384829,6.07601247563184
"810",0.56,28,"High_segment",60.02,"No","No","No","Roadways","No","Working Class",14.1396434050601,7.25997431007027,8.57092919994689
"811",0.27,12,"High_segment",41.84,"No","Yes","No","unknown","No","Working Class",10.4493810475626,3.80243132879805,6.20030631371133
"812",0.15,20,"Low_segment",17.3,"Yes","No","Yes","Airways","No","Working Class",5.38449506278909,1.25276296849537,4.99525089205251
"813",0.94,40,"unknown",18.69,"No","Yes","Yes","Roadways","No","Wealthy",8.10591119798651,3.01553490085017,7.34598440312869
"814",0.19,19,"Medium_segment",19.51,"Yes","Yes","No","Airways","No","Wealthy",8.51298434664218,2.82137888640921,5.69558227809086
"815",0.45,16,"High_segment",96.88,"No","Yes","No","Airways","No","Wealthy",10.9164693285643,4.19855441612253,6.43805560353776
"816",0.29,15,"High_segment",75.34,"No","No","No","Roadways","No","Working Class",11.2026432558393,5.20768124628859,6.65718914208995
"817",0.7,22,"Low_segment",10.68,"Yes","No","No","Airways","No","Working Class",5.65948221575962,1.82776990675109,5.73566866351852
"818",0.09,14,"High_segment",88.05,"No","No","Yes","unknown","No","Working Class",11.5731358833692,5.89341060663259,6.8845685320068
"819",0.6,23,"Low_segment",12.7,"Yes","Yes","No","Airways","No","Working Class",6.20859002609663,1.82776990675109,5.8076018032952
"820",0.26,29,"Low_segment",20.25,"No","No","No","Airways","No","Working Class",7.00669522683704,1.56024766824333,5.2614977684095
"821",0.45,8,"unknown",20.19,"No","No","No","unknown","No","Working Class",5.43372200355424,1.53901544813755,4.91456482534552
"822",0.42,20,"Low_segment",24.71,"Yes","No","No","Waterways","No","Working Class",6.10702288774225,1.16938135955632,5.49794661079718
"823",0.23,32,"Medium_segment",71.85,"Yes","No","Yes","Waterways","No","Working Class",8.02731225331902,2.71931979336044,6.39714629841398
"824",0.45,42,"Medium_segment",56.94,"No","No","No","Roadways","No","Working Class",10.8713645358817,4.69565053911647,7.91511448003947
"825",0.57,17,"High_segment",42.65,"No","Yes","Yes","unknown","No","Wealthy",12.2408121793341,6.63098676969593,9.83243076692868
"826",0.08,4,"High_segment",12.69,"No","Yes","No","Roadways","No","Wealthy",4.77068462446567,1.81645208181843,5.13361959450763
"827",0.81,21,"High_segment",42.36,"No","Yes","No","unknown","No","Wealthy",12.6966965823863,6.25940936512673,9.80229611197266
"828",0.47,8,"unknown",11.39,"No","No","Yes","Waterways","No","Working Class",3.73766961828337,1.54968790802833,4.93999821449682
"829",0.54,36,"High_segment",60.88,"No","No","No","Roadways","Yes","Working Class",14.5783876050303,7.46381618437468,8.62928003452774
"830",0.25,28,"High_segment",50.82,"Yes","No","No","unknown","No","Working Class",13.0756909692059,7.76651858776433,8.39636928700132
"831",0.12,19,"Medium_segment",60.56,"No","No","No","Waterways","No","Working Class",8.95441533113759,2.55722731136763,5.85122499069339
"832",0.45,15,"Low_segment",20.53,"No","Yes","No","Roadways","No","Working Class",5.96614673912369,1.56653041142282,5.86044428466958
"833",0.38,28,"High_segment",90.83,"No","No","No","Roadways","No","Working Class",14.1084786348453,7.61629833252004,8.84415030246872
"834",0.94,7,"Low_segment",11.13,"Yes","No","Yes","unknown","No","Working Class",4.06044301054642,1.34286480319255,5.43747042794061
"835",0.6,35,"Low_segment",59.69,"No","No","No","Waterways","Yes","Working Class",8.89302349439471,2.37024374146786,7.06871699665468
"836",0.45,20,"High_segment",86.43,"Yes","No","No","Waterways","No","Wealthy",12.9301684387966,7.60053739291337,7.95575474344473
"837",0.5,27,"Low_segment",13.75,"No","No","Yes","Roadways","No","Working Class",5.52942908751142,1.73342389221509,5.45223944882029
"838",0.23,3,"Medium_segment",13.11,"Yes","No","No","Waterways","No","Working Class",4.00733318523247,1.56444054650336,4.88348350843577
"839",0.23,33,"Medium_segment",82.32,"Yes","No","No","Waterways","No","Working Class",10.7565615559864,4.68324172140825,6.53719871536216
"840",0.56,35,"unknown",62.7,"No","Yes","No","Roadways","No","Working Class",13.0333179331017,6.97947110652374,8.22704407832066
"841",0.75,3,"unknown",24.77,"No","Yes","No","Airways","Yes","Working Class",1.6094379124341,1.48839958405704,5.46544067958409
"842",0.42,35,"Low_segment",10.68,"No","No","No","Roadways","No","Working Class",6.34738920965601,1.44926916028128,4.95821856187113
"843",0.45,34,"High_segment",44.83,"No","Yes","No","unknown","No","Wealthy",14.3029905815112,8.2620712379882,9.29690606633073
"844",0.51,27,"Low_segment",24.54,"No","Yes","No","Roadways","No","Working Class",6.15697898558556,1.71199450075919,5.92833836148824
"845",0.44,53,"unknown",96.78,"No","No","Yes","Roadways","No","Wealthy",11.2952792754354,5.35318426798888,7.76529762780258
"846",0.22,20,"High_segment",63.14,"Yes","Yes","Yes","Airways","No","Working Class",13.7533829947971,6.28750533793486,8.65886461392112
"847",0.89,9,"Low_segment",16.55,"No","No","No","unknown","No","Working Class",4.71849887129509,1.76985463384001,6.0288085002484
"848",0.7,24,"Low_segment",21.95,"Yes","No","No","Airways","Yes","Working Class",7.33367639565768,2.10046890887191,6.86801603141312
"849",0.6,15,"High_segment",41.08,"Yes","No","No","Waterways","No","Working Class",10.5719064948711,4.52461067812967,8.28279150444484
"850",0.42,41,"Low_segment",12.41,"No","No","Yes","Roadways","No","Working Class",8.05038445306702,1.7227665977411,5.59886630470664
"851",0.58,4,"Low_segment",10.97,"No","No","No","Waterways","No","Working Class",3.36729582998647,1.62727783056243,4.97535347995162
"852",0.78,13,"Low_segment",18.21,"No","No","No","Roadways","Yes","Working Class",6.10479323241498,1.39871688111845,5.92625913698271
"853",0.26,21,"Medium_segment",41.85,"No","Yes","No","Roadways","No","Wealthy",8.57451825803551,2.4832385926873,5.85578799813707
"855",0.42,21,"Medium_segment",15.69,"Yes","Yes","Yes","Airways","No","Wealthy",8.39683183474505,2.64262239577975,6.15405097432773
"856",0.37,13,"unknown",92.9,"No","No","Yes","Roadways","No","Working Class",11.6255306743459,6.33477052330776,8.0433999908066
"857",0.31,20,"Low_segment",19.3,"No","No","Yes","Waterways","Yes","Working Class",6.22257626807137,1.870262530716,5.32330261924194
"858",0.07,22,"High_segment",50.76,"No","Yes","Yes","Roadways","No","Working Class",12.6456396185833,6.10713424011696,7.30358747252192
"859",0.45,20,"Low_segment",17.29,"No","No","Yes","unknown","Yes","Working Class",7.00124562206948,1.89761985992753,5.87223045918428
"860",0.36,18,"High_segment",73.82,"No","No","No","unknown","No","Working Class",10.8995317194793,5.05132928042381,6.56399656030995
"861",0.6,18,"Low_segment",20.77,"Yes","No","No","unknown","No","Working Class",8.02731225331902,1.33236601909433,5.72400984833617
"862",0.45,21,"Low_segment",14.9,"No","No","Yes","Waterways","Yes","Working Class",8.24643378616036,1.90359895098359,4.98784420579544
"863",0.94,20,"Low_segment",12.5,"No","No","No","Waterways","No","Working Class",5.52545293913178,1.1999647829284,5.80727123968123
"864",0.35,8,"High_segment",16.65,"No","No","Yes","Roadways","No","Working Class",8.32700074024171,2.35707327827812,5.55532113535035
"865",0.15,7,"High_segment",23.86,"No","No","Yes","Waterways","No","Working Class",7.11720550316434,1.93007108502557,5.49046548415973
"866",0.45,22,"High_segment",95.93,"No","No","Yes","unknown","No","Working Class",10.5126007374861,4.57800451791532,7.77728139388036
"867",0.97,29,"Medium_segment",62.64,"Yes","Yes","No","Airways","No","Working Class",9.69953369561506,4.88771408058375,8.23276980367938
"868",0.68,13,"Medium_segment",24.74,"No","No","No","Roadways","No","Working Class",7.82164312623998,2.0515563381903,6.33196437636379
"869",0.59,4,"Medium_segment",20.49,"No","Yes","Yes","unknown","No","Working Class",4.40671924726425,1.3244189574018,5.2565052987336
"870",0.02,21,"Low_segment",12.65,"No","No","No","Airways","Yes","Working Class",7.31721240835984,1.21787570949493,4.76285746182369
"871",0.72,22,"Low_segment",24.7,"No","Yes","Yes","Roadways","No","Wealthy",5.79909265446053,1.18478998490916,6.31579190375651
"872",0.67,9,"High_segment",69.56,"No","No","No","unknown","No","Working Class",9.10197534729806,4.28744119218401,7.74653409801821
"873",0.71,28,"Low_segment",14.25,"No","No","No","Roadways","Yes","Working Class",7.35627987655075,2.26384426467762,6.82059479996826
"874",0.45,12,"unknown",13.14,"No","Yes","No","unknown","No","Working Class",7.83873755959928,2.04510886259933,6.52542547392609
"875",0.45,9,"Low_segment",24.39,"No","No","No","unknown","No","Working Class",5.27811465923052,1.20597080698861,5.83866295685002
"876",0.45,26,"Medium_segment",80.46,"Yes","Yes","No","unknown","No","Wealthy",9.33811774191801,3.72037812117331,6.66207210822359
"878",0.51,15,"Medium_segment",10.77,"Yes","No","Yes","Waterways","No","Working Class",8.00603417874901,1.79175946922805,5.68208204767686
"879",0.47,3,"unknown",13.37,"No","No","Yes","Roadways","No","Working Class",2.63905732961526,1.33762918913861,4.81599821157965
"880",0.76,12,"Low_segment",11.71,"No","No","No","Roadways","No","Working Class",5.90808293816893,1.9387416595767,5.79587536331312
"881",0.68,24,"Medium_segment",25.13,"Yes","No","Yes","Waterways","No","Working Class",9.19755903761145,4.10165113740454,7.32820751689855
"882",0.2,10,"High_segment",61.46,"No","No","No","Airways","No","Working Class",9.59621483031934,3.64440496401211,6.17324429048088
"883",0,18,"Medium_segment",96.22,"No","No","No","Waterways","No","Working Class",8.93089098445088,1.7561322915849,5.92812530654589
"884",0.2,9,"High_segment",14.9,"No","No","No","Airways","No","Wealthy",8.02731225331902,2.40152504084895,5.32100797646773
"885",0.6,10,"Low_segment",24.86,"Yes","No","No","Airways","Yes","Wealthy",5.4249500174814,1.51732262352629,5.79044934786677
"886",0.4,12,"High_segment",87.22,"No","No","No","unknown","No","Working Class",9.91422964906803,4.43057867525605,7.22383528595443
"887",0.63,27,"Medium_segment",34.11,"No","No","No","Airways","No","Working Class",10.0052766984382,4.78599061665578,6.76677909971965
"888",0.9,24,"unknown",17.91,"Yes","Yes","No","Airways","No","Wealthy",5.98896141688986,1.80828877117927,6.92948741612537
"889",0.49,23,"High_segment",57.42,"No","Yes","No","unknown","No","Wealthy",13.1753731977179,7.07545377135466,8.6838121044829
"890",0,4,"Low_segment",19.42,"No","No","Yes","Airways","Yes","Working Class",3.93182563272433,1.54756250871601,4.84560340583926
"891",0.02,8,"High_segment",18.69,"No","No","No","Roadways","No","Working Class",7.94979721616185,1.90805992492422,5.2501769912201
"892",0.45,10,"Low_segment",17.3,"No","No","Yes","Roadways","No","Working Class",5.04985600724954,1.69927861643389,5.17025669648052
"893",0.29,22,"unknown",11.31,"No","No","Yes","unknown","No","Wealthy",8.02731225331902,2.74855214441154,5.41102085646112
"894",0.56,15,"High_segment",57.54,"No","No","No","Roadways","No","Wealthy",10.3209141690435,3.37176857097134,6.77797683522692
"895",0.56,21,"Low_segment",18.89,"Yes","No","No","Roadways","No","Working Class",5.48063892334199,1.20297230399235,5.68978496501235
"897",0.27,8,"Low_segment",21.14,"Yes","No","Yes","Waterways","No","Working Class",5.23110861685459,1.57484646766448,5.12527264653429
"898",0.45,18,"Low_segment",13.68,"No","Yes","No","Airways","Yes","Working Class",6.96790920180188,1.62727783056243,5.36578908166305
"899",0.16,27,"High_segment",47.08,"Yes","No","Yes","Roadways","No","Wealthy",13.2328182945351,7.51541537477402,7.97807439749176
"900",0.35,32,"Medium_segment",77.77,"Yes","No","No","Roadways","No","Working Class",8.02731225331902,3.41903729979049,6.9802526691304
"901",0.65,19,"Low_segment",10.96,"No","Yes","No","Airways","No","Wealthy",5.4249500174814,1.83896107071235,5.75751279707717
"902",0.72,33,"Low_segment",11.29,"No","No","No","Waterways","No","Working Class",7.10332206252611,1.81319474994812,5.9566401559538
"903",0.76,8,"High_segment",46.18,"No","No","No","unknown","No","Working Class",9.25836834098676,4.19449151082704,7.50296984415742
"904",0.36,16,"Low_segment",22.12,"No","No","No","unknown","No","Working Class",4.33073334028633,1.66392609771817,5.34257345780257
"905",0.75,5,"Medium_segment",13.7,"Yes","No","No","Airways","No","Wealthy",4.15888308335967,1.16315080980568,5.51697085258938
"906",0.64,14,"unknown",35.59,"No","No","No","Airways","No","Working Class",10.6854694467966,4.77634653167705,6.67939816061504
"907",0.14,31,"Medium_segment",26.57,"No","No","Yes","unknown","No","Wealthy",9.90423727142667,3.70401434169821,5.85458469751056
"908",0.73,16,"Low_segment",13.61,"Yes","No","No","Waterways","Yes","Working Class",7.06133436691044,1.49738840862548,5.79991050175042
"909",0.26,21,"Medium_segment",46.79,"No","No","No","Roadways","No","Working Class",8.82922635473185,3.2104403460471,5.85584526206654
"910",0.61,23,"High_segment",75.28,"No","Yes","No","Airways","No","Working Class",13.4606610896877,7.03468744452789,9.23692972120915
"911",0.42,47,"Low_segment",19.84,"Yes","No","No","Airways","No","Working Class",7.18765716411496,1.91250108692418,5.71353476609888
"912",0.84,22,"unknown",44.56,"No","Yes","Yes","Airways","No","Wealthy",12.327555495093,7.78775125291804,9.74312335875062
"913",0.7,25,"High_segment",30.76,"No","No","No","Roadways","No","Working Class",11.8456406527137,5.06953293534374,7.05987532704297
"914",0.45,25,"High_segment",34.57,"Yes","No","No","Waterways","No","Working Class",12.5676485600686,6.82349284745013,9.53672547553009
"915",0.77,23,"Medium_segment",69.84,"No","No","No","unknown","No","Working Class",8.02731225331902,3.31054301339402,7.1849626831399
"916",0.49,13,"High_segment",64.12,"Yes","No","Yes","Waterways","No","Working Class",9.9802170853948,3.99709917778327,6.90505162740782
"917",0.68,22,"unknown",12.69,"No","Yes","No","Airways","No","Working Class",5.40267738187228,1.52822785700856,5.51201645903425
"918",0.64,33,"unknown",15.74,"No","No","No","Roadways","No","Working Class",6.30078579466324,1.29746314741327,5.69164241476203
"919",0.65,37,"Low_segment",13.54,"Yes","No","No","Waterways","No","Working Class",6.86484777797086,1.48387468945875,5.6744909700208
"920",0.37,28,"High_segment",98.34,"No","Yes","No","Roadways","No","Wealthy",13.4380277673799,6.45703649594827,8.74416301321229
"921",0.29,20,"unknown",24.27,"No","Yes","No","Airways","No","Working Class",6.64118216974059,1.86562931779451,5.33402229116881
"922",0.33,30,"High_segment",83.11,"No","Yes","Yes","Airways","No","Wealthy",12.6662468741104,7.55498416759708,8.21229713822977
"923",0.34,18,"Low_segment",23.74,"Yes","Yes","No","unknown","Yes","Working Class",7.00850518208228,1.85002837735203,5.70558085659758
"924",0.74,8,"Low_segment",22,"No","No","Yes","Roadways","Yes","Wealthy",4.92725368515721,1.85629799036563,6.18851049930032
"925",0.32,9,"Medium_segment",23.78,"No","No","No","Waterways","No","Working Class",8.02731225331902,1.7263316639056,5.35095725387222
"926",0.08,30,"unknown",14.5,"No","No","Yes","Roadways","No","Working Class",8.37770121259764,1.90805992492422,5.23569700456637
"927",0.76,28,"High_segment",69.57,"No","No","No","Roadways","No","Working Class",12.4547786748945,6.71738138899735,10.6773777339686
"928",0.36,3,"Medium_segment",11.28,"No","Yes","No","Roadways","No","Wealthy",4.06044301054642,1.38629436111989,4.96946601705818
"929",0.38,16,"High_segment",87.98,"No","Yes","Yes","Airways","No","Working Class",10.0170394272202,3.82994489439254,6.85843897642618
"930",0.08,24,"unknown",16.78,"No","Yes","Yes","Airways","No","Working Class",8.02731225331902,1.65822807660353,4.9814810766659
"931",0.1,14,"Medium_segment",13.18,"Yes","No","Yes","Waterways","No","Wealthy",8.2445967563825,1.76985463384001,5.22902087754538
"932",0.45,20,"Medium_segment",41.96,"No","No","No","Roadways","No","Working Class",9.00944742959679,3.63942657039441,7.2422970820864
"933",0.23,38,"Low_segment",24.83,"No","No","No","Roadways","No","Working Class",6.97634807044775,1.35325450704169,5.25739119993539
"934",0.7,39,"Medium_segment",63.6,"No","No","Yes","Roadways","No","Working Class",10.9587747164659,4.79876133504028,7.66405095253801
"935",0.34,15,"High_segment",56.82,"Yes","No","Yes","Airways","No","Working Class",10.8805158410258,5.15462019129085,6.79027719682271
"936",1,38,"Medium_segment",35.45,"No","Yes","Yes","unknown","No","Wealthy",10.2746717266674,5.20092502053939,8.4069541283073
"937",0.45,12,"Medium_segment",14.75,"Yes","No","No","Waterways","No","Working Class",7.77737360265786,1.73518911773966,5.18939495932385
"938",0.79,16,"Medium_segment",18.14,"No","No","Yes","Roadways","No","Working Class",8.12946976478423,1.93441576962958,6.44112196384186
"939",0.5,38,"unknown",34.14,"Yes","No","No","Waterways","No","Wealthy",10.181460140129,3.37485340632255,6.39379140271564
"940",0.43,16,"Low_segment",12.87,"No","No","No","Roadways","No","Working Class",4.9416424226093,1.77664583141801,5.16820868120102
"941",0.27,19,"Medium_segment",77.93,"Yes","No","No","Waterways","No","Working Class",8.57414047185799,2.35896542643015,6.34428457037846
"942",0.02,47,"unknown",66.76,"No","Yes","No","Roadways","Yes","Wealthy",9.84845041660622,3.15529684322533,6.11024708309745
"943",0.05,22,"High_segment",58.47,"No","No","No","Airways","No","Working Class",11.8304478534329,5.8137125340284,6.7629606940789
"944",0.3,11,"Medium_segment",21.24,"No","Yes","No","Roadways","No","Wealthy",7.72001794043224,2.28136145654242,5.74613929073503
"945",0.45,13,"Medium_segment",82.65,"Yes","Yes","Yes","unknown","No","Working Class",8.64664125860312,2.42568729012803,6.55343470419714
